Date,Open,High,Low,Close,Adj Close,Volume
2000/9/21,12.344509,12.49514,12.317784,12.327502,11.533426,965679
2000/9/22,12.293488,12.312925,12.145286,12.17687,11.392502,1641275
2000/9/25,12.147716,12.293488,12.147716,12.162293,11.37886,1196187
2000/9/26,12.220602,12.487852,12.172011,12.480563,11.67663,925923
2000/9/27,12.490281,12.633624,12.342079,12.633624,11.819831,1455532
2000/9/28,12.633624,12.718658,12.39067,12.44412,11.642534,1628907
2000/9/29,12.395529,12.706511,12.395529,12.626336,11.813013,1357061
2000/10/2,12.395529,12.706511,12.395529,12.626336,11.813013,0
2000/10/3,12.395529,12.706511,12.395529,12.626336,11.813013,0
2000/10/4,12.395529,12.706511,12.395529,12.626336,11.813013,0
2000/10/5,12.395529,12.706511,12.395529,12.626336,11.813013,0
2000/10/6,12.395529,12.706511,12.395529,12.626336,11.813013,0
2000/10/9,12.706511,12.706511,12.397959,12.461127,11.658443,474101
2000/10/10,12.512147,12.65792,12.475704,12.614188,11.801647,537627
2000/10/11,12.609329,12.682215,12.536443,12.568027,11.758458,2463829
2000/10/12,12.609329,12.609329,12.361516,12.383381,11.585707,1437183
2000/10/13,12.363945,12.49757,12.147716,12.172011,11.387953,2071385
2000/10/16,12.172011,12.220602,11.831875,11.892614,11.126554,2187715
2000/10/17,11.80758,12.050534,11.758989,12.048104,11.272026,1071217
2000/10/18,12.048104,12.39067,12.048104,12.385811,11.58798,1388121
2000/10/19,12.3931,12.431972,12.074829,12.096695,11.317488,1008790
2000/10/20,12.12342,12.87172,12.12342,12.725947,11.906207,3555396
2000/10/23,12.706511,12.840136,12.580174,12.621477,11.808467,3397469
2000/10/24,12.597181,12.65792,12.39067,12.538872,11.731184,1001624
2000/10/25,12.633624,13.068513,12.575315,12.803692,11.978944,3209356
2000/10/26,12.706511,12.876579,12.536443,12.55102,11.742547,2979506
2000/10/27,12.616618,12.755102,12.524295,12.679786,11.86302,636967
2000/10/30,12.684645,12.684645,12.465986,12.512147,11.706179,1544627
2000/10/31,12.463556,12.463556,12.247327,12.451409,11.649352,1035811
2000/11/1,12.463556,12.536443,12.422254,12.482993,11.678901,524114
2000/11/2,12.436831,12.755102,12.3931,12.585034,11.774372,469009
2000/11/3,12.585034,12.633624,12.39067,12.555879,11.747093,630941
2000/11/6,12.473275,12.65792,12.434402,12.645772,11.831197,781290
2000/11/7,12.670068,12.752672,12.597181,12.691933,11.874385,1065261
2000/11/8,12.706511,12.888726,12.585034,12.827988,12.001675,1764751
2000/11/9,12.876579,13.119533,12.847424,13.036929,12.197155,3197584
2000/11/10,13.046647,13.143828,12.949465,13.017492,12.178971,3175012
2000/11/13,13.041788,13.313896,13.017492,13.119533,12.274439,2776427
2000/11/14,13.041788,13.119533,12.849854,12.949465,12.115327,1672713
2000/11/15,12.949465,12.949465,12.752672,12.774538,11.951668,1407153
2000/11/16,12.772108,13.794946,12.687074,13.124392,12.278986,2336710
2000/11/17,13.311467,13.313896,13.022351,13.109815,12.265347,1656924
2000/11/20,13.119533,13.211856,12.998056,13.08309,12.240343,1258022
2000/11/21,13.08309,13.168124,12.97376,13.114674,12.269894,775993
2000/11/22,13.119533,13.155976,12.949465,13.119533,12.274439,1384219
2000/11/23,13.117103,13.206997,13.022351,13.051506,12.210794,1033297
2000/11/24,13.058794,13.119533,12.682215,13.085519,12.242618,2222557
2000/11/27,12.876579,12.968901,12.730806,12.738095,11.917573,1060940
2000/11/28,12.633624,12.900874,12.633624,12.896015,12.065321,1233392
2000/11/29,12.876579,12.998056,12.759961,12.985908,12.149421,674254
2000/11/30,12.86929,13.277453,12.852283,13.192419,12.34263,4388499
2000/12/1,13.216715,13.386783,12.998056,13.236151,12.383544,2652124
2000/12/4,13.255587,13.328474,13.109815,13.18999,12.340357,1284253
2000/12/5,13.119533,13.138969,12.937317,12.985908,12.149421,864244
2000/12/6,13.010204,13.119533,12.864431,12.866861,12.038045,1609627
2000/12/7,12.874149,12.876579,12.674927,12.684645,11.867565,2212934
2000/12/8,12.684645,12.830417,12.682215,12.830417,12.003945,545094
2000/12/11,12.827988,12.827988,12.621477,12.633624,11.819831,770860
2000/12/12,12.633624,12.803692,12.585034,12.670068,11.853927,670084
2000/12/13,12.670068,12.803692,12.628765,12.645772,11.831197,706202
2000/12/14,12.65792,12.682215,12.536443,12.565597,11.756184,605768
2000/12/15,12.54859,12.560738,12.414965,12.524295,11.717545,608883
2000/12/18,12.524295,13.119533,12.482993,13.002915,12.165333,1445345
2000/12/19,13.046647,13.075801,12.827988,13.005344,12.167606,1077330
2000/12/20,13.007774,13.236151,12.896015,13.092808,12.249435,2517292
2000/12/21,13.121963,13.24101,12.876579,12.903304,12.07214,1010436
2000/12/22,12.876579,12.903304,12.755102,12.776967,11.95394,686363
2000/12/25,12.776967,12.87172,12.670068,12.694363,11.876658,1474631
2000/12/26,12.694363,12.820699,12.694363,12.733236,11.913025,652147
2000/12/27,12.733236,12.825558,12.706511,12.725947,11.906207,781739
2000/12/28,12.730806,12.827988,12.65792,12.755102,11.933482,442103
2000/12/29,12.827988,13.141399,12.757531,13.117103,12.272166,1051065
2001/1/1,12.827988,13.141399,12.757531,13.117103,12.272166,0
2001/1/2,13.070942,13.228862,12.876579,13.08309,12.240343,841182
2001/1/3,13.119533,13.168124,12.949465,13.109815,12.265347,1255869
2001/1/4,13.119533,13.313896,13.070942,13.119533,12.274439,2134125
2001/1/5,13.095238,13.095238,12.864431,12.879008,12.049407,1267081
2001/1/8,12.852283,12.852283,12.342079,12.429543,11.628897,2642974
2001/1/9,12.269193,12.623906,12.269193,12.582604,11.772098,1390652
2001/1/10,12.585034,12.60447,12.39067,12.577745,11.767549,833510
2001/1/11,12.560738,12.568027,11.904761,12.099125,11.319761,5631218
2001/1/12,11.953352,12.220602,11.86103,11.970359,11.199289,2216704
2001/1/15,11.904761,11.953352,11.175898,11.316812,10.587841,3372045
2001/1/16,11.175898,11.370262,10.932944,11.042274,10.330987,3617214
2001/1/17,11.054421,11.171039,10.534499,10.699708,10.010488,3718118
2001/1/18,10.68999,11.122448,10.558794,11.05928,10.346898,2406172
2001/1/19,11.120019,11.440719,11.042274,11.38241,10.649213,2192383
2001/1/22,11.120019,11.440719,11.042274,11.38241,10.649213,0
2001/1/23,11.120019,11.440719,11.042274,11.38241,10.649213,0
2001/1/24,11.120019,11.440719,11.042274,11.38241,10.649213,0
2001/1/25,11.120019,11.440719,11.042274,11.38241,10.649213,0
2001/1/26,11.120019,11.440719,11.042274,11.38241,10.649213,0
2001/1/29,11.120019,11.440719,11.042274,11.38241,10.649213,0
2001/1/30,11.120019,11.440719,11.042274,11.38241,10.649213,0
2001/1/31,11.120019,11.440719,11.042274,11.38241,10.649213,0
2001/2/1,11.120019,11.440719,11.042274,11.38241,10.649213,0
2001/2/2,11.120019,11.440719,11.042274,11.38241,10.649213,0
2001/2/5,11.243926,11.243926,10.519922,10.539358,9.860466,2232814
2001/2/6,10.454324,10.519922,9.725461,10.196793,9.539968,2733571
2001/2/7,10.179786,10.199222,9.742468,10.029154,9.383126,1387285
2001/2/8,9.7862,9.83722,9.475218,9.482507,8.871692,1576666
2001/2/9,9.484936,9.956268,9.482507,9.6793,9.05581,2089001
2001/2/12,9.696307,9.742468,9.499514,9.715743,9.089904,1137802
2001/2/13,9.715743,9.863945,9.715743,9.791059,9.160368,1165070
2001/2/14,9.718172,9.83965,9.674441,9.800777,9.16946,719559
2001/2/15,9.83965,9.851797,9.645286,9.669582,9.046719,712068
2001/2/16,9.645286,9.863945,9.543245,9.863945,9.22856,957879
2001/2/19,9.863945,10.106899,9.693877,10.021865,9.376308,1386787
2001/2/20,10.021865,10.228377,9.863945,9.900388,9.262657,1559474
2001/2/21,9.844509,9.859086,9.475218,9.659863,9.037625,1175085
2001/2/22,9.5724,9.907677,9.567541,9.742468,9.114907,760966
2001/2/23,9.744897,9.931972,9.718172,9.900388,9.262657,508745
2001/2/26,9.912536,10.055879,9.912536,9.985422,9.342213,950219
2001/2/27,10.036443,10.053449,9.791059,9.985422,9.342213,622878
2001/2/28,9.961127,9.961127,9.742468,9.817784,9.185373,573111
2001/3/1,9.7862,9.83722,9.620991,9.703595,9.07854,1077383
2001/3/2,9.83965,9.912536,9.718172,9.820213,9.187645,657349
2001/3/5,9.827502,9.876093,9.742468,9.791059,9.160368,459078
2001/3/6,9.812925,9.905247,9.771622,9.827502,9.194466,477456
2001/3/7,9.912536,9.912536,9.827502,9.856656,9.22174,524333
2001/3/8,9.863945,9.958697,9.718172,9.885811,9.249019,1090163
2001/3/9,9.924684,10.204081,9.868804,10.126336,9.47405,2766322
2001/3/12,10.131195,10.170068,9.815354,9.956268,9.314936,1016532
2001/3/13,9.961127,9.961127,9.718172,9.871234,9.235377,973779
2001/3/14,9.808066,9.924684,9.771622,9.873663,9.237654,541912
2001/3/15,9.863945,9.863945,9.715743,9.749757,9.121726,2170440
2001/3/16,9.747327,9.815354,9.591836,9.669582,9.046719,1402267
2001/3/19,9.669582,9.669582,9.475218,9.596695,8.978524,2129778
2001/3/20,9.599125,9.706025,9.426627,9.630709,9.010346,920831
2001/3/21,9.630709,9.778911,9.509232,9.766763,9.137636,1091760
2001/3/22,9.766763,9.907677,9.718172,9.888241,9.25129,1125026
2001/3/23,9.914965,10.174927,9.888241,9.89067,9.253564,1793938
2001/3/26,9.791059,10.034013,9.764334,9.912536,9.274021,927935
2001/3/27,10.004859,10.660835,9.99757,10.624392,9.940023,6735315
2001/3/28,10.624392,10.624392,10.204081,10.247813,9.587702,3809798
2001/3/29,10.26482,10.344995,9.961127,10.055879,9.408129,2346799
2001/3/30,10.055879,10.204081,9.961127,10.194363,9.537694,2509002
2001/4/2,10.204081,10.325558,10.194363,10.255102,9.594521,1343865
2001/4/3,10.228377,10.228377,10.082604,10.126336,9.47405,1000101
2001/4/4,10.082604,10.126336,9.89067,9.924684,9.285385,1643938
2001/4/5,9.866375,10.007288,9.834791,9.987852,9.344486,1302635
2001/4/6,10.034013,10.094752,9.83965,9.927113,9.28766,964004
2001/4/9,9.900388,10.029154,9.815354,9.934402,9.294477,1164745
2001/4/10,9.961127,10.077745,9.817784,9.880952,9.244472,1430709
2001/4/11,9.912536,9.936831,9.715743,9.764334,9.135366,4076967
2001/4/12,9.764334,10.080174,9.764334,9.880952,9.244472,2077304
2001/4/13,9.880952,10.019436,9.766763,9.919825,9.280841,1973268
2001/4/16,9.963556,10.37172,9.961127,10.250242,9.589974,4253799
2001/4/17,10.327988,10.42274,10.179786,10.225947,9.567245,5847617
2001/4/18,10.252672,10.500485,10.228377,10.325558,9.660438,2888246
2001/4/19,10.323129,10.447035,10.036443,10.174927,9.519509,2082243
2001/4/20,10.325558,10.495626,10.179786,10.204081,9.546786,3320319
2001/4/23,10.204081,10.374149,10.077745,10.082604,9.433134,1791678
2001/4/24,10.106899,10.204081,10.046161,10.162779,9.508142,1087727
2001/4/25,10.15549,10.15549,9.749757,9.832361,9.19901,3877309
2001/4/26,9.791059,9.961127,9.766763,9.83965,9.20583,860832
2001/4/27,9.851797,10.009718,9.834791,9.905247,9.267202,737875
2001/4/30,10.004859,10.136054,9.912536,9.94655,9.305844,744847
2001/5/1,10.004859,10.136054,9.912536,9.94655,9.305844,0
2001/5/2,10.004859,10.136054,9.912536,9.94655,9.305844,0
2001/5/3,10.004859,10.136054,9.912536,9.94655,9.305844,0
2001/5/4,10.004859,10.136054,9.912536,9.94655,9.305844,0
2001/5/7,10.004859,10.136054,9.912536,9.94655,9.305844,0
2001/5/8,9.961127,10.002429,9.888241,9.990281,9.346758,462551
2001/5/9,9.992711,10.106899,9.805636,9.844509,9.210376,772980
2001/5/10,9.815354,10.038872,9.803206,9.902818,9.264929,506333
2001/5/11,9.907677,9.936831,9.83965,9.888241,9.25129,714377
2001/5/14,9.888241,10.034013,9.83965,9.948979,9.308118,1130731
2001/5/15,9.990281,10.082604,9.961127,10,9.355851,955669
2001/5/16,10.308551,10.638969,10.131195,10.199222,9.542239,2243495
2001/5/17,10.206511,10.276967,10.046161,10.136054,9.483141,1502595
2001/5/18,10.136054,10.434888,10.058309,10.247813,9.587702,2374779
2001/5/21,10.204081,10.257531,10.058309,10.082604,9.433134,1095600
2001/5/22,10.094752,10.15549,9.973275,9.99757,9.353576,860881
2001/5/23,9.99757,10.029154,9.871234,9.919825,9.280841,935698
2001/5/24,9.912536,10,9.912536,9.934402,9.294477,730561
2001/5/25,9.934402,9.934402,9.934402,9.934402,9.294477,0
2001/5/28,9.934402,9.961127,9.771622,9.791059,9.160368,1585964
2001/5/29,9.788629,9.851797,9.766763,9.7862,9.155824,875798
2001/5/30,9.791059,9.958697,9.778911,9.895529,9.258109,754446
2001/5/31,9.888241,10.009718,9.815354,9.822643,9.189918,909430
2001/6/1,9.810495,9.844509,9.742468,9.7862,9.155824,1200892
2001/6/4,9.7862,9.815354,9.720602,9.754616,9.126273,1578654
2001/6/5,9.754616,9.842079,9.742468,9.803206,9.171733,864071
2001/6/6,9.827502,9.851797,9.7862,9.791059,9.160368,841133
2001/6/7,9.791059,9.791059,9.720602,9.727891,9.101271,1336897
2001/6/8,9.73032,9.83965,9.73032,9.754616,9.126273,583698
2001/6/11,9.73032,9.754616,9.620991,9.635568,9.014894,1485320
2001/6/12,9.645286,9.693877,9.616132,9.620991,9.001255,1246637
2001/6/13,9.633138,9.83965,9.633138,9.793488,9.162642,832967
2001/6/14,9.815354,9.83965,9.620991,9.630709,9.010346,857601
2001/6/15,9.596695,9.6793,9.555393,9.582118,8.964888,1448210
2001/6/18,9.574829,9.596695,9.268707,9.290573,8.692122,2084712
2001/6/19,9.232264,9.280855,8.98931,9.193391,8.6012,2042873
2001/6/20,9.193391,9.280855,9.171525,9.207968,8.614839,703543
2001/6/21,9.186103,9.256559,9.171525,9.229834,8.704193,654867
2001/6/22,9.348882,9.402332,9.232264,9.314868,8.784387,337972
2001/6/25,9.353741,9.353741,9.232264,9.246841,8.720232,668685
2001/6/26,9.275996,9.275996,9.183673,9.193391,8.669827,925462
2001/6/27,9.183673,9.193391,9.062196,9.154518,8.633168,1114085
2001/6/28,9.154518,9.232264,9.110787,9.169096,8.646915,543151
2001/6/29,9.183673,9.329446,9.183673,9.249271,8.722526,535018
2001/7/2,9.268707,9.353741,9.186103,9.19825,8.674409,291997
2001/7/3,9.183673,9.232264,9.164237,9.195821,8.672119,402050
2001/7/4,9.232264,9.232264,9.171525,9.181243,8.658369,428064
2001/7/5,9.171525,9.268707,9.171525,9.215257,8.690447,379915
2001/7/6,9.220116,9.812925,9.220116,9.441205,8.903528,3724576
2001/7/9,9.475218,9.582118,9.312439,9.365889,8.8325,1079359
2001/7/10,9.390184,9.514091,9.344023,9.41448,8.878324,427471
2001/7/11,9.41448,9.41448,9.275996,9.295432,8.766055,578112
2001/7/12,9.244412,9.470359,9.239552,9.346452,8.81417,406446
2001/7/13,9.353741,9.548104,9.353741,9.446064,8.90811,403948
2001/7/16,9.686588,9.83965,9.446064,9.450923,8.912694,1041171
2001/7/17,9.475218,9.487366,9.378036,9.472789,8.933312,397037
2001/7/18,9.477648,9.62342,9.475218,9.521379,8.979137,441638
2001/7/19,9.560252,9.706025,9.523809,9.664723,9.114318,628171
2001/7/20,9.713313,9.718172,9.526239,9.667152,9.116607,741336
2001/7/23,9.664723,9.669582,9.475218,9.480077,8.940187,457534
2001/7/24,9.450923,9.450923,9.210398,9.246841,8.720232,936295
2001/7/25,9.232264,9.232264,9.135082,9.142371,8.621713,693208
2001/7/26,9.059766,9.110787,8.746355,8.848396,8.344481,1624552
2001/7/27,8.017492,8.260447,7.964042,7.964042,7.51049,3905491
2001/7/30,7.167152,7.507288,7.167152,7.167152,6.758981,10716759
2001/7/31,7.096695,7.383381,7.0724,7.227891,6.816262,4503369
2001/8/1,7.293488,7.410106,7.252186,7.380952,6.960605,2561176
2001/8/2,7.407677,7.410106,6.642371,6.984936,6.587143,4767180
2001/8/3,6.977648,6.977648,6.763848,6.824586,6.435925,2031649
2001/8/6,6.681243,6.741982,6.321671,6.38241,6.018931,2936025
2001/8/7,6.316812,6.875607,6.268221,6.637512,6.259505,2677737
2001/8/8,6.632653,6.771137,6.513605,6.615646,6.238884,1446827
2001/8/9,6.681243,6.724975,6.596209,6.654518,6.275543,757924
2001/8/10,6.705539,6.916909,6.559766,6.873177,6.481749,3095281
2001/8/13,6.887755,6.91205,6.729834,6.827016,6.438217,1430034
2001/8/14,6.814868,6.873177,6.564625,6.678814,6.298454,1335843
2001/8/15,6.676384,6.800291,6.584062,6.768707,6.383228,740254
2001/8/16,6.797862,6.797862,6.615646,6.625364,6.248048,644116
2001/8/17,6.586491,6.681243,6.586491,6.627793,6.250339,487787
2001/8/20,6.627793,6.822157,6.627793,6.783284,6.396976,716208
2001/8/21,6.729834,6.90962,6.729834,6.827016,6.438217,1165050
2001/8/22,6.824586,6.824586,6.603498,6.637512,6.259505,724724
2001/8/23,6.608357,6.688532,6.499028,6.627793,6.250339,730705
2001/8/24,6.603498,6.75413,6.523323,6.554907,6.181604,489598
2001/8/27,6.559766,6.559766,6.316812,6.355685,5.993728,1080824
2001/8/28,6.338678,6.613216,6.297376,6.571914,6.197642,791461
2001/8/29,6.567055,6.729834,6.469873,6.579203,6.204517,1062603
2001/8/30,6.576773,6.584062,6.499028,6.513605,6.142654,266840
2001/8/31,6.559766,6.678814,6.516034,6.559766,6.186186,351012
2001/9/3,6.559766,6.579203,6.48688,6.506316,6.135781,228660
2001/9/4,6.48445,6.778425,6.48445,6.729834,6.34657,1062207
2001/9/5,6.778425,6.91448,6.729834,6.741982,6.358025,1932363
2001/9/6,6.693391,6.827016,6.693391,6.793002,6.40614,577622
2001/9/7,6.75413,6.846452,6.506316,6.511175,6.140363,934513
2001/9/10,6.343537,6.827016,6.316812,6.722546,6.339696,735022
2001/9/11,6.75413,6.802721,6.569484,6.686103,6.305328,653270
2001/9/12,6.554907,6.632653,6.365403,6.552478,6.179313,1265316
2001/9/13,6.554907,6.727405,6.547619,6.574344,6.199934,508457
2001/9/14,6.584062,6.608357,6.506316,6.513605,6.142654,521056
2001/9/17,6.508746,6.513605,6.384839,6.384839,6.021221,919876
2001/9/18,6.389698,6.596209,6.389698,6.48931,6.119743,327950
2001/9/19,6.48445,6.656948,6.416423,6.639941,6.261796,630571
2001/9/20,6.6448,6.678814,6.559766,6.581632,6.206808,525790
2001/9/21,6.557337,6.584062,6.48688,6.494169,6.124326,319121
2001/9/24,6.48688,6.559766,6.482021,6.511175,6.140363,262987
2001/9/25,6.511175,6.554907,6.438289,6.455296,6.087667,307992
2001/9/26,6.462585,6.462585,6.389698,6.406705,6.041842,536421
2001/9/27,6.413994,6.462585,6.345966,6.401846,6.037261,391686
2001/9/28,6.413994,6.523323,6.411564,6.438289,6.071629,420881
2001/10/1,6.413994,6.523323,6.411564,6.438289,6.071629,0
2001/10/2,6.413994,6.523323,6.411564,6.438289,6.071629,0
2001/10/3,6.413994,6.523323,6.411564,6.438289,6.071629,0
2001/10/4,6.413994,6.523323,6.411564,6.438289,6.071629,0
2001/10/5,6.413994,6.523323,6.411564,6.438289,6.071629,0
2001/10/8,6.523323,6.552478,6.316812,6.338678,5.977689,526930
2001/10/9,6.316812,6.396987,6.287657,6.321671,5.961652,550675
2001/10/10,6.314382,6.43343,5.68999,5.68999,5.365944,4398349
2001/10/11,5.631681,5.733722,5.432458,5.502915,5.189523,1793785
2001/10/12,5.517492,5.801749,5.468901,5.670553,5.347615,1482834
2001/10/15,5.660835,5.709426,5.502915,5.532069,5.217018,822821
2001/10/16,5.512633,5.578231,5.386297,5.42274,5.113914,777619
2001/10/17,5.417881,5.563654,5.36929,5.437317,5.127661,562533
2001/10/18,5.466472,5.524781,5.393586,5.398445,5.091004,401215
2001/10/19,5.417881,5.432458,5.053449,5.070456,4.781694,1325331
2001/10/22,5.053449,5.055879,4.859086,4.883381,4.605272,1073370
2001/10/23,5.37172,5.37172,5.225947,5.37172,5.0658,2261009
2001/10/24,5.777453,5.855199,5.558794,5.728862,5.402603,5016819
2001/10/25,5.728862,5.826044,5.490767,5.566083,5.249094,1935688
2001/10/26,5.558794,5.587949,5.393586,5.519922,5.205561,1033721
2001/10/29,5.519922,5.660835,5.512633,5.563654,5.246805,370263
2001/10/30,5.587949,5.587949,5.466472,5.466472,5.155156,354387
2001/10/31,5.391156,5.408163,5.320699,5.386297,5.079546,712409
2001/11/1,5.398445,5.485908,5.383867,5.432458,5.123079,406574
2001/11/2,5.432458,5.510204,5.335276,5.427599,5.118497,457909
2001/11/5,5.344995,5.383867,5.204081,5.218658,4.921455,611847
2001/11/6,5.174927,5.269679,5.174927,5.196793,4.900836,434073
2001/11/7,5.201652,5.201652,4.956268,4.956268,4.674007,1022414
2001/11/8,4.907677,5,4.846938,4.987852,4.703793,710495
2001/11/9,4.987852,5.150631,4.956268,5.126336,4.834391,504111
2001/11/12,5.055879,5.223517,5.055879,5.085034,4.79544,251915
2001/11/13,5.036443,5.080174,4.987852,5.021865,4.735869,217691
2001/11/14,5.053449,5.126336,5.017006,5.019436,4.733578,151184
2001/11/15,5.019436,5.077745,5.019436,5.041302,4.754199,278579
2001/11/16,5.42517,5.544217,5.150631,5.153061,4.859593,1220052
2001/11/19,5.174927,5.213799,5.10204,5.213799,4.916873,1220052
2001/11/20,5.223517,5.417881,5.223517,5.381438,5.074963,420494
2001/11/21,5.393586,5.439747,5.296404,5.432458,5.123079,736006
2001/11/22,5.42274,5.481049,5.36929,5.464042,5.152864,835054
2001/11/23,5.442176,5.483479,5.364431,5.391156,5.08413,618951
2001/11/26,5.391156,5.405733,5.272108,5.284256,4.983317,587641
2001/11/27,5.247813,5.539358,5.247813,5.451895,5.141409,1104948
2001/11/28,5.466472,5.600097,5.466472,5.575801,5.258258,1722406
2001/11/29,5.563654,5.626822,5.524781,5.541788,5.226182,845344
2001/11/30,5.539358,5.612244,5.539358,5.587949,5.269714,748309
2001/12/3,5.587949,5.709426,5.587949,5.68756,5.363653,1318807
2001/12/4,5.685131,5.68999,5.631681,5.675413,5.352197,677748
2001/12/5,5.68756,5.692419,5.495626,5.515063,5.200979,1613583
2001/12/6,5.471331,5.597667,5.468901,5.544217,5.228473,679736
2001/12/7,5.539358,5.660835,5.539358,5.587949,5.269714,557306
2001/12/10,5.558794,5.563654,5.47376,5.515063,5.200979,399498
2001/12/11,5.52721,5.58066,5.47862,5.490767,5.178067,391900
2001/12/12,5.483479,5.502915,5.386297,5.393586,5.086421,1021060
2001/12/13,5.36929,5.481049,5.337706,5.337706,5.033723,611020
2001/12/14,5.320699,5.364431,5.250242,5.255102,4.955823,579656
2001/12/17,5.272108,5.272108,5.187074,5.194363,4.898543,517529
2001/12/18,5.204081,5.259961,5.174927,5.247813,4.948949,717208
2001/12/19,5.257531,5.393586,5.218658,5.221088,4.923747,490709
2001/12/20,5.21137,5.21137,5.092322,5.097181,4.806895,763246
2001/12/21,5.10204,5.128765,5.053449,5.109329,4.818352,500995
2001/12/24,5.10204,5.10204,4.919825,4.931972,4.651096,689915
2001/12/25,4.934402,4.980563,4.907677,4.953838,4.671717,450520
2001/12/26,4.978134,5.029154,4.931972,4.987852,4.703793,493932
2001/12/27,5.04859,5.04859,4.980563,4.980563,4.696919,446997
2001/12/28,4.968415,5.004859,4.94412,5.004859,4.719832,704955
2001/12/31,5.058309,5.058309,4.961127,5.012147,4.726705,611752
2002/1/1,5.058309,5.058309,4.961127,5.012147,4.726705,0
2002/1/2,5.058309,5.058309,4.961127,5.012147,4.726705,0
2002/1/3,5.058309,5.058309,4.961127,5.012147,4.726705,0
2002/1/4,4.992711,5.053449,4.907677,4.924684,4.644223,327732
2002/1/7,4.907677,4.907677,4.854227,4.895529,4.616727,657670
2002/1/8,4.861516,4.907677,4.861516,4.861516,4.584652,361812
2002/1/9,4.859086,4.859086,4.543245,4.562682,4.302837,1226156
2002/1/10,4.494655,4.538386,4.275996,4.497084,4.240974,3028272
2002/1/11,4.46307,4.46793,4.302721,4.36103,4.112668,1075737
2002/1/14,4.275996,4.356171,4.207968,4.275996,4.032477,1080939
2002/1/15,4.227405,4.348882,4.19825,4.20068,3.961451,920823
2002/1/16,4.169096,4.324586,4.169096,4.295432,4.050807,870739
